KM;LAT;LONG;;;;;KM;LAT;LONG
3,87;-22,52496;-44,734738;;;;;217,87;-22,70068;-43,755615
3,88;-22,524994;-44,734828;;;;;217,88;-22,700696;-43,75571
3,89;-22,525028;-44,734918;;;;;217,89;-22,700713;-43,755805
3,9;-22,525063;-44,735007;;;;;217,9;-22,700727;-43,755899
3,91;-22,5251;-44,735095;;;;;217,91;-22,700741;-43,755995
3,92;-22,525138;-44,735183;;;;;217,92;-22,700755;-43,75609
3,93;-22,525179;-44,73527;;;;;217,93;-22,700769;-43,756185
3,94;-22,52522;-44,735356;;;;;217,94;-22,700783;-43,75628
3,95;-22,525262;-44,735443;;;;;217,95;-22,700797;-43,756375
3,96;-22,525304;-44,735529;;;;;217,96;-22,700811;-43,75647
3,97;-22,525345;-44,735616;;;;;217,97;-22,700825;-43,756565
3,98;-22,525386;-44,735702;;;;;217,98;-22,700843;-43,75666
3,99;-22,525427;-44,735789;;;;;217,99;-22,700861;-43,756754
4;-22,525468;-44,735876;;;;;218;-22,700878;-43,756849
4,01;-22,525508;-44,735963;;;;;218,01;-22,700893;-43,756944
4,02;-22,52555;-44,736049;;;;;218,02;-22,700907;-43,757039
4,03;-22,525593;-44,736135;;;;;218,03;-22,700924;-43,757133
4,04;-22,525634;-44,736222;;;;;218,04;-22,700942;-43,757228
4,05;-22,525675;-44,736308;;;;;218,05;-22,700959;-43,757323
4,06;-22,525716;-44,736395;;;;;218,06;-22,700976;-43,757417
4,07;-22,525757;-44,736481;;;;;218,07;-22,700993;-43,757512
4,08;-22,525798;-44,736568;;;;;218,08;-22,701009;-43,757607
4,09;-22,525839;-44,736655;;;;;218,09;-22,701024;-43,757702
4,1;-22,52588;-44,736741;;;;;218,1;-22,701037;-43,757797
4,11;-22,525922;-44,736827;;;;;218,11;-22,70105;-43,757892
4,12;-22,525963;-44,736914;;;;;218,12;-22,701061;-43,757987
4,13;-22,526004;-44,737001;;;;;218,13;-22,701071;-43,758083
4,14;-22,526044;-44,737088;;;;;218,14;-22,70108;-43,758179
4,15;-22,526085;-44,737174;;;;;218,15;-22,701087;-43,758275
4,16;-22,526126;-44,737261;;;;;218,16;-22,701094;-43,758371
4,17;-22,526168;-44,737347;;;;;218,17;-22,701097;-43,758467
4,18;-22,52621;-44,737433;;;;;218,18;-22,701099;-43,758563
4,19;-22,526252;-44,737519;;;;;218,19;-22,701096;-43,758659
4,2;-22,526294;-44,737606;;;;;218,2;-22,701092;-43,758755
4,21;-22,526337;-44,737692;;;;;218,21;-22,701085;-43,758851
4,22;-22,526379;-44,737778;;;;;218,22;-22,701076;-43,758947
4,23;-22,526421;-44,737864;;;;;218,23;-22,701064;-43,759042
4,24;-22,526463;-44,73795;;;;;218,24;-22,701051;-43,759137
4,25;-22,526505;-44,738037;;;;;218,25;-22,701035;-43,759232
4,26;-22,526547;-44,738123;;;;;218,26;-22,701017;-43,759326
4,27;-22,526589;-44,738209;;;;;218,27;-22,700998;-43,75942
4,28;-22,526631;-44,738295;;;;;218,28;-22,700976;-43,759514
4,29;-22,526673;-44,738381;;;;;218,29;-22,700953;-43,759607
4,3;-22,526714;-44,738468;;;;;218,3;-22,700927;-43,7597
4,31;-22,526756;-44,738554;;;;;218,31;-22,700899;-43,759792
4,32;-22,526798;-44,738641;;;;;218,32;-22,700869;-43,759883
4,33;-22,52684;-44,738727;;;;;218,33;-22,700838;-43,759974
4,34;-22,526881;-44,738813;;;;;218,34;-22,700808;-43,760065
4,35;-22,526922;-44,738899;;;;;218,35;-22,700777;-43,760157
4,36;-22,526964;-44,738986;;;;;218,36;-22,700747;-43,760248
4,37;-22,527005;-44,739072;;;;;218,37;-22,700716;-43,760339
4,38;-22,527047;-44,739159;;;;;218,38;-22,700686;-43,76043
4,39;-22,527089;-44,739245;;;;;218,39;-22,700656;-43,760522
4,4;-22,527131;-44,739331;;;;;218,4;-22,700627;-43,760613
4,41;-22,527174;-44,739417;;;;;218,41;-22,700597;-43,760704
4,42;-22,527216;-44,739503;;;;;218,42;-22,700567;-43,760796
4,43;-22,52726;-44,739588;;;;;218,43;-22,700537;-43,760887
4,44;-22,527303;-44,739674;;;;;218,44;-22,700507;-43,760978
4,45;-22,527347;-44,73976;;;;;218,45;-22,700478;-43,76107
4,46;-22,52739;-44,739845;;;;;218,46;-22,700448;-43,761162
4,47;-22,527434;-44,73993;;;;;218,47;-22,700418;-43,761253
4,48;-22,527478;-44,740015;;;;;218,48;-22,700389;-43,761344
4,49;-22,527522;-44,7401;;;;;218,49;-22,70036;-43,761435
4,5;-22,527567;-44,740185;;;;;218,5;-22,700329;-43,761527
4,51;-22,527612;-44,74027;;;;;218,51;-22,700299;-43,761618
4,52;-22,527657;-44,740354;;;;;218,52;-22,70027;-43,76171
4,53;-22,527703;-44,740439;;;;;218,53;-22,700241;-43,761801
4,54;-22,527748;-44,740523;;;;;218,54;-22,700211;-43,761893
4,55;-22,527793;-44,740608;;;;;218,55;-22,700181;-43,761985
4,56;-22,527837;-44,740692;;;;;218,56;-22,700152;-43,762076
4,57;-22,527881;-44,740778;;;;;218,57;-22,700122;-43,762168
4,58;-22,527922;-44,740864;;;;;218,58;-22,700093;-43,762259
4,59;-22,527963;-44,740951;;;;;218,59;-22,700064;-43,762351
4,6;-22,528004;-44,741038;;;;;218,6;-22,700035;-43,762442
4,61;-22,528044;-44,741125;;;;;218,61;-22,700006;-43,762534
4,62;-22,528085;-44,741212;;;;;218,62;-22,699976;-43,762625
4,63;-22,528124;-44,7413;;;;;218,63;-22,699947;-43,762716
4,64;-22,528164;-44,741387;;;;;218,64;-22,699916;-43,762808
4,65;-22,528207;-44,741472;;;;;218,65;-22,699886;-43,762899
4,66;-22,528246;-44,74156;;;;;218,66;-22,699855;-43,76299
4,67;-22,528282;-44,741649;;;;;218,67;-22,699824;-43,763081
4,68;-22,528325;-44,741734;;;;;218,68;-22,699792;-43,763172
4,69;-22,528366;-44,741821;;;;;218,69;-22,699762;-43,763263
4,7;-22,528409;-44,741907;;;;;218,7;-22,699732;-43,763354
4,71;-22,52845;-44,741993;;;;;218,71;-22,699699;-43,763445
4,72;-22,528492;-44,742079;;;;;218,72;-22,699665;-43,763535
4,73;-22,528533;-44,742166;;;;;218,73;-22,699631;-43,763624
4,74;-22,528575;-44,742252;;;;;218,74;-22,699594;-43,763713
4,75;-22,528617;-44,742338;;;;;218,75;-22,699557;-43,763802
4,76;-22,528658;-44,742425;;;;;218,76;-22,699518;-43,76389
4,77;-22,5287;-44,742511;;;;;218,77;-22,699478;-43,763978
4,78;-22,528741;-44,742597;;;;;218,78;-22,699438;-43,764065
4,79;-22,528782;-44,742684;;;;;218,79;-22,699395;-43,76415
4,8;-22,528828;-44,742768;;;;;218,8;-22,699349;-43,764235
4,81;-22,528869;-44,742854;;;;;218,81;-22,699302;-43,764319
4,82;-22,528911;-44,74294;;;;;218,82;-22,699258;-43,764404
4,83;-22,528952;-44,743027;;;;;218,83;-22,699211;-43,764488
4,84;-22,528991;-44,743115;;;;;218,84;-22,699163;-43,764571
4,85;-22,529018;-44,743206;;;;;218,85;-22,699113;-43,764653
4,86;-22,529046;-44,743298;;;;;218,86;-22,69906;-43,764734
4,87;-22,529074;-44,74339;;;;;218,87;-22,699006;-43,764814
4,88;-22,529102;-44,743482;;;;;218,88;-22,698951;-43,764892
4,89;-22,52913;-44,743573;;;;;218,89;-22,698893;-43,764969
4,9;-22,529158;-44,743665;;;;;218,9;-22,698835;-43,765045
4,91;-22,529186;-44,743758;;;;;218,91;-22,698776;-43,765121
4,92;-22,529217;-44,74385;;;;;218,92;-22,698716;-43,765196
4,93;-22,529248;-44,743942;;;;;218,93;-22,698655;-43,765271
4,94;-22,529279;-44,744034;;;;;218,94;-22,698594;-43,765345
4,95;-22,52931;-44,744126;;;;;218,95;-22,698532;-43,765418
4,96;-22,529343;-44,744217;;;;;218,96;-22,69847;-43,765491
4,97;-22,529376;-44,744309;;;;;218,97;-22,698409;-43,765566
4,98;-22,529409;-44,7444;;;;;218,98;-22,698348;-43,76564
4,99;-22,529441;-44,744492;;;;;218,99;-22,698288;-43,765716
5;-22,529471;-44,744584;;;;;219;-22,698228;-43,765791
5,01;-22,5295;-44,744677;;;;;219,01;-22,698169;-43,765866
5,02;-22,529523;-44,744771;;;;;219,02;-22,698107;-43,765941
5,03;-22,529536;-44,744867;;;;;219,03;-22,698045;-43,766013
5,04;-22,529557;-44,744962;;;;;219,04;-22,697983;-43,766086
5,05;-22,529581;-44,745057;;;;;219,05;-22,697917;-43,766156
5,06;-22,529603;-44,745151;;;;;219,06;-22,697852;-43,766228
5,07;-22,529624;-44,745246;;;;;219,07;-22,697789;-43,7663
5,08;-22,529644;-44,745341;;;;;219,08;-22,697726;-43,766373
5,09;-22,529662;-44,745436;;;;;219,09;-22,697662;-43,766445
5,1;-22,529681;-44,745531;;;;;219,1;-22,697598;-43,766516
5,11;-22,529698;-44,745627;;;;;219,11;-22,697535;-43,766588
5,12;-22,529713;-44,745723;;;;;219,12;-22,697473;-43,766661
5,13;-22,529728;-44,74582;;;;;219,13;-22,69741;-43,766735
5,14;-22,529743;-44,745915;;;;;219,14;-22,697345;-43,766805
5,15;-22,529757;-44,746011;;;;;219,15;-22,697283;-43,766878
5,16;-22,529772;-44,746108;;;;;219,16;-22,69722;-43,766951
5,17;-22,529788;-44,746204;;;;;219,17;-22,697156;-43,767024
5,18;-22,529804;-44,746299;;;;;219,18;-22,697092;-43,767095
5,19;-22,529824;-44,746394;;;;;219,19;-22,697028;-43,767167
5,2;-22,529846;-44,746489;;;;;219,2;-22,696965;-43,767239
5,21;-22,529872;-44,746582;;;;;219,21;-22,696902;-43,767312
5,22;-22,529885;-44,746678;;;;;219,22;-22,696838;-43,767384
5,23;-22,529883;-44,746775;;;;;219,23;-22,696774;-43,767455
5,24;-22,529891;-44,746872;;;;;219,24;-22,696708;-43,767525
5,25;-22,529905;-44,746968;;;;;219,25;-22,696641;-43,767594
5,26;-22,529918;-44,747064;;;;;219,26;-22,696574;-43,767663
5,27;-22,529931;-44,74716;;;;;219,27;-22,696507;-43,767732
5,28;-22,529943;-44,747257;;;;;219,28;-22,69644;-43,767801
5,29;-22,529957;-44,747353;;;;;219,29;-22,696374;-43,767871
5,3;-22,529971;-44,747449;;;;;219,3;-22,69631;-43,767943
5,31;-22,529986;-44,747545;;;;;219,31;-22,696246;-43,768015
5,32;-22,530001;-44,747641;;;;;219,32;-22,696182;-43,768086
5,33;-22,530016;-44,747737;;;;;219,33;-22,696118;-43,768158
5,34;-22,530031;-44,747833;;;;;219,34;-22,696054;-43,768229
5,35;-22,530046;-44,747929;;;;;219,35;-22,695989;-43,7683
5,36;-22,530061;-44,748025;;;;;219,36;-22,695926;-43,768373
5,37;-22,530076;-44,748121;;;;;219,37;-22,695862;-43,768445
5,38;-22,530091;-44,748217;;;;;219,38;-22,695799;-43,768517
5,39;-22,530107;-44,748313;;;;;219,39;-22,695735;-43,768589
5,4;-22,530123;-44,748408;;;;;219,4;-22,695672;-43,768661
5,41;-22,530139;-44,748504;;;;;219,41;-22,695608;-43,768733
5,42;-22,530156;-44,7486;;;;;219,42;-22,695545;-43,768806
5,43;-22,530173;-44,748696;;;;;219,43;-22,695481;-43,768878
5,44;-22,53019;-44,748791;;;;;219,44;-22,695418;-43,76895
5,45;-22,530208;-44,748887;;;;;219,45;-22,695355;-43,769022
5,46;-22,530226;-44,748982;;;;;219,46;-22,695291;-43,769094
5,47;-22,530244;-44,749078;;;;;219,47;-22,695228;-43,769167
5,48;-22,530263;-44,749173;;;;;219,48;-22,695165;-43,769239
5,49;-22,530282;-44,749268;;;;;219,49;-22,695102;-43,769311
5,5;-22,530302;-44,749363;;;;;219,5;-22,695038;-43,769384
5,51;-22,530321;-44,749458;;;;;219,51;-22,694974;-43,769456
5,52;-22,530342;-44,749553;;;;;219,52;-22,694912;-43,769529
5,53;-22,530362;-44,749648;;;;;219,53;-22,69485;-43,769603
5,54;-22,530383;-44,749743;;;;;219,54;-22,694789;-43,769676
5,55;-22,530404;-44,749838;;;;;219,55;-22,69472;-43,769744
5,56;-22,530426;-44,749933;;;;;219,56;-22,694654;-43,769814
5,57;-22,530448;-44,750028;;;;;219,57;-22,69459;-43,769885
5,58;-22,53047;-44,750122;;;;;219,58;-22,694525;-43,769955
5,59;-22,530492;-44,750217;;;;;219,59;-22,694459;-43,770026
5,6;-22,530514;-44,750312;;;;;219,6;-22,694396;-43,770099
5,61;-22,530537;-44,750406;;;;;219,61;-22,694337;-43,770174
5,62;-22,53056;-44,7505;;;;;219,62;-22,694274;-43,770247
5,63;-22,530583;-44,750594;;;;;219,63;-22,694212;-43,77032
5,64;-22,530607;-44,750688;;;;;219,64;-22,694149;-43,770393
5,65;-22,530632;-44,750782;;;;;219,65;-22,694087;-43,770466
5,66;-22,530657;-44,750876;;;;;219,66;-22,694024;-43,770539
5,67;-22,530683;-44,75097;;;;;219,67;-22,693962;-43,770612
5,68;-22,530709;-44,751063;;;;;219,68;-22,693899;-43,770685
5,69;-22,530736;-44,751157;;;;;219,69;-22,693837;-43,770759
5,7;-22,530763;-44,75125;;;;;219,7;-22,693774;-43,770832
5,71;-22,530791;-44,751343;;;;;219,71;-22,693712;-43,770905
5,72;-22,530819;-44,751436;;;;;219,72;-22,693649;-43,770978
5,73;-22,530848;-44,751529;;;;;219,73;-22,693587;-43,771051
5,74;-22,530877;-44,751621;;;;;219,74;-22,693528;-43,771127
5,75;-22,530906;-44,751714;;;;;219,75;-22,693475;-43,771207
5,76;-22,530936;-44,751807;;;;;219,76;-22,693422;-43,771286
5,77;-22,530965;-44,751899;;;;;219,77;-22,693369;-43,771366
5,78;-22,530995;-44,751992;;;;;219,78;-22,693321;-43,77145
5,79;-22,531025;-44,752085;;;;;219,79;-22,693277;-43,771535
5,8;-22,531054;-44,752177;;;;;219,8;-22,693235;-43,771622
5,81;-22,531084;-44,752269;;;;;219,81;-22,693195;-43,77171
5,82;-22,531115;-44,752361;;;;;219,82;-22,693157;-43,771798
5,83;-22,531145;-44,752454;;;;;219,83;-22,693125;-43,771889
5,84;-22,531175;-44,752546;;;;;219,84;-22,693096;-43,77198
5,85;-22,531206;-44,752638;;;;;219,85;-22,69307;-43,772073
5,86;-22,531237;-44,752731;;;;;219,86;-22,693047;-43,772166
5,87;-22,531268;-44,752823;;;;;219,87;-22,693026;-43,772259
5,88;-22,531298;-44,752915;;;;;219,88;-22,693007;-43,772354
5,89;-22,53133;-44,753007;;;;;219,89;-22,692991;-43,772449
5,9;-22,531361;-44,753099;;;;;219,9;-22,692979;-43,772544
5,91;-22,531392;-44,753191;;;;;219,91;-22,692969;-43,772639
5,92;-22,531424;-44,753283;;;;;219,92;-22,692964;-43,772736
5,93;-22,531456;-44,753374;;;;;219,93;-22,692963;-43,772832
5,94;-22,531487;-44,753466;;;;;219,94;-22,692962;-43,772928
5,95;-22,531518;-44,753558;;;;;219,95;-22,692961;-43,773024
5,96;-22,531549;-44,75365;;;;;219,96;-22,692965;-43,77312
5,97;-22,53158;-44,753742;;;;;219,97;-22,692973;-43,773216
5,98;-22,531611;-44,753834;;;;;219,98;-22,692984;-43,773311
5,99;-22,531642;-44,753927;;;;;219,99;-22,693006;-43,773405
6;-22,531672;-44,754019;;;;;220;-22,693028;-43,773499
6,01;-22,531703;-44,754111;;;;;220,01;-22,693049;-43,773592
6,02;-22,531733;-44,754203;;;;;220,02;-22,693071;-43,773686
6,03;-22,531764;-44,754295;;;;;220,03;-22,693093;-43,773779
6,04;-22,531795;-44,754387;;;;;220,04;-22,693114;-43,773873
6,05;-22,531825;-44,75448;;;;;220,05;-22,693136;-43,773966
6,06;-22,531857;-44,754572;;;;;220,06;-22,693158;-43,77406
6,07;-22,531888;-44,754664;;;;;220,07;-22,693186;-43,774152
6,08;-22,53192;-44,754756;;;;;220,08;-22,693215;-43,774243
6,09;-22,531951;-44,754848;;;;;220,09;-22,693243;-43,774336
6,1;-22,531981;-44,75494;;;;;220,1;-22,693272;-43,774428
6,11;-22,532012;-44,755032;;;;;220,11;-22,6933;-43,774519
6,12;-22,532044;-44,755124;;;;;220,12;-22,693329;-43,774611
6,13;-22,532075;-44,755216;;;;;220,13;-22,693358;-43,774702
6,14;-22,532106;-44,755308;;;;;220,14;-22,693387;-43,774795
6,15;-22,532137;-44,7554;;;;;220,15;-22,693416;-43,774886
6,16;-22,532168;-44,755492;;;;;220,16;-22,693445;-43,774978
6,17;-22,532199;-44,755584;;;;;220,17;-22,693473;-43,775069
6,18;-22,53223;-44,755676;;;;;220,18;-22,693501;-43,775161
6,19;-22,53226;-44,755768;;;;;220,19;-22,693529;-43,775253
6,2;-22,532291;-44,75586;;;;;220,2;-22,693558;-43,775345
6,21;-22,532322;-44,755953;;;;;220,21;-22,693586;-43,775437
6,22;-22,532353;-44,756045;;;;;220,22;-22,693614;-43,775529
6,23;-22,532384;-44,756137;;;;;220,23;-22,693641;-43,775622
6,24;-22,532415;-44,756229;;;;;220,24;-22,693669;-43,775714
6,25;-22,532446;-44,756321;;;;;220,25;-22,693696;-43,775806
6,26;-22,532477;-44,756413;;;;;220,26;-22,693726;-43,775897
6,27;-22,532507;-44,756505;;;;;220,27;-22,693756;-43,775988
6,28;-22,532539;-44,756597;;;;;220,28;-22,693784;-43,77608
6,29;-22,53257;-44,756689;;;;;220,29;-22,693813;-43,776172
6,3;-22,532602;-44,756781;;;;;220,3;-22,693841;-43,776264
6,31;-22,532634;-44,756873;;;;;220,31;-22,693869;-43,776356
6,32;-22,532666;-44,756964;;;;;220,32;-22,693898;-43,776448
6,33;-22,532697;-44,757056;;;;;220,33;-22,693926;-43,77654
6,34;-22,53273;-44,757147;;;;;220,34;-22,693955;-43,776631
6,35;-22,532764;-44,757239;;;;;220,35;-22,693984;-43,776723
6,36;-22,5328;-44,757329;;;;;220,36;-22,694012;-43,776815
6,37;-22,532837;-44,757418;;;;;220,37;-22,694039;-43,776907
6,38;-22,532866;-44,757512;;;;;220,38;-22,694067;-43,776999
6,39;-22,532893;-44,757605;;;;;220,39;-22,694095;-43,777091
6,4;-22,532915;-44,757699;;;;;220,4;-22,694123;-43,777183
6,41;-22,532945;-44,757791;;;;;220,41;-22,694151;-43,777275
6,42;-22,532976;-44,757884;;;;;220,42;-22,69418;-43,777366
6,43;-22,533008;-44,757976;;;;;220,43;-22,69421;-43,777458
6,44;-22,533039;-44,758068;;;;;220,44;-22,694239;-43,77755
6,45;-22,533069;-44,75816;;;;;220,45;-22,694268;-43,777641
6,46;-22,533099;-44,758252;;;;;220,46;-22,694297;-43,777732
6,47;-22,53313;-44,758345;;;;;220,47;-22,694326;-43,777824
6,48;-22,533161;-44,758436;;;;;220,48;-22,694354;-43,777916
6,49;-22,533192;-44,758529;;;;;220,49;-22,694382;-43,778008
6,5;-22,533223;-44,75862;;;;;220,5;-22,69441;-43,7781
6,51;-22,533254;-44,758712;;;;;220,51;-22,694436;-43,778192
6,52;-22,533285;-44,758804;;;;;220,52;-22,69446;-43,778285
6,53;-22,533315;-44,758897;;;;;220,53;-22,694483;-43,778379
6,54;-22,533345;-44,75899;;;;;220,54;-22,694505;-43,778473
6,55;-22,533376;-44,759082;;;;;220,55;-22,694525;-43,778566
6,56;-22,533408;-44,759174;;;;;220,56;-22,694542;-43,778661
6,57;-22,533439;-44,759265;;;;;220,57;-22,694546;-43,778757
6,58;-22,533471;-44,759357;;;;;220,58;-22,694544;-43,778853
6,59;-22,533504;-44,759448;;;;;220,59;-22,694542;-43,778949
6,6;-22,533537;-44,75954;;;;;220,6;-22,694539;-43,779045
6,61;-22,533573;-44,75963;;;;;220,61;-22,694537;-43,779141
6,62;-22,533609;-44,75972;;;;;220,62;-22,694534;-43,779237
6,63;-22,533646;-44,75981;;;;;220,63;-22,694532;-43,779333
6,64;-22,533685;-44,759899;;;;;220,64;-22,694529;-43,779429
6,65;-22,533726;-44,759987;;;;;220,65;-22,694527;-43,779525
6,66;-22,533769;-44,760074;;;;;220,66;-22,694524;-43,779621
6,67;-22,533814;-44,76016;;;;;220,67;-22,694522;-43,779717
6,68;-22,533862;-44,760245;;;;;220,68;-22,694498;-43,779811
6,69;-22,533911;-44,760328;;;;;220,69;-22,694472;-43,779903
6,7;-22,533963;-44,760411;;;;;220,7;-22,694442;-43,779995
6,71;-22,534016;-44,760492;;;;;220,71;-22,694407;-43,780084
6,72;-22,534069;-44,760574;;;;;220,72;-22,694368;-43,780172
6,73;-22,534126;-44,760653;;;;;220,73;-22,694329;-43,78026
6,74;-22,534182;-44,760732;;;;;220,74;-22,69429;-43,780348
6,75;-22,53424;-44,76081;;;;;220,75;-22,694251;-43,780435
6,76;-22,534299;-44,760887;;;;;220,76;-22,694212;-43,780523
6,77;-22,534359;-44,760963;;;;;220,77;-22,694173;-43,780611
6,78;-22,53442;-44,761039;;;;;220,78;-22,694135;-43,780699
6,79;-22,53448;-44,761115;;;;;220,79;-22,694096;-43,780787
6,8;-22,53454;-44,761191;;;;;220,8;-22,694057;-43,780875
6,81;-22,534599;-44,761268;;;;;220,81;-22,694018;-43,780963
6,82;-22,534659;-44,761345;;;;;220,82;-22,693979;-43,781051
6,83;-22,534719;-44,761422;;;;;220,83;-22,69394;-43,781138
6,84;-22,534778;-44,761498;;;;;220,84;-22,693899;-43,781225
6,85;-22,534838;-44,761575;;;;;220,85;-22,693858;-43,781312
6,86;-22,534898;-44,761652;;;;;220,86;-22,693816;-43,781399
6,87;-22,534958;-44,761728;;;;;220,87;-22,693774;-43,781486
6,88;-22,535018;-44,761805;;;;;220,88;-22,693733;-43,781573
6,89;-22,535078;-44,761881;;;;;220,89;-22,693692;-43,78166
6,9;-22,535137;-44,761958;;;;;220,9;-22,693651;-43,781747
6,91;-22,535197;-44,762035;;;;;220,91;-22,693611;-43,781834
6,92;-22,535256;-44,762111;;;;;220,92;-22,69357;-43,78192
6,93;-22,535315;-44,762188;;;;;220,93;-22,693528;-43,782007
6,94;-22,535374;-44,762266;;;;;220,94;-22,693487;-43,782094
6,95;-22,535432;-44,762343;;;;;220,95;-22,693445;-43,782181
6,96;-22,535488;-44,762423;;;;;220,96;-22,693404;-43,782267
6,97;-22,535542;-44,762503;;;;;220,97;-22,693363;-43,782354
6,98;-22,535594;-44,762585;;;;;220,98;-22,693321;-43,782441
6,99;-22,535644;-44,762669;;;;;220,99;-22,69328;-43,782528
7;-22,535694;-44,762753;;;;;221;-22,693236;-43,782614
7,01;-22,535739;-44,762838;;;;;221,01;-22,693193;-43,7827
7,02;-22,535783;-44,762925;;;;;221,02;-22,693153;-43,782787
7,03;-22,535823;-44,763013;;;;;221,03;-22,693111;-43,782874
7,04;-22,535861;-44,763103;;;;;221,04;-22,69307;-43,78296
7,05;-22,535896;-44,763193;;;;;221,05;-22,69303;-43,783048
7,06;-22,535927;-44,763285;;;;;221,06;-22,692993;-43,783136
7,07;-22,535956;-44,763378;;;;;221,07;-22,692961;-43,783227
7,08;-22,535983;-44,763471;;;;;221,08;-22,692929;-43,783317
7,09;-22,536005;-44,763566;;;;;221,09;-22,692892;-43,783406
7,1;-22,536026;-44,763661;;;;;221,1;-22,692844;-43,783489
7,11;-22,536044;-44,763756;;;;;221,11;-22,692794;-43,783571
7,12;-22,536059;-44,763853;;;;;221,12;-22,692746;-43,783654
7,13;-22,536073;-44,763949;;;;;221,13;-22,6927;-43,783739
7,14;-22,536084;-44,764045;;;;;221,14;-22,692658;-43,783825
7,15;-22,536091;-44,764142;;;;;221,15;-22,692617;-43,783912
7,16;-22,536096;-44,764239;;;;;221,16;-22,692575;-43,783999
7,17;-22,536097;-44,764336;;;;;221,17;-22,692534;-43,784086
7,18;-22,536096;-44,764433;;;;;221,18;-22,692493;-43,784173
7,19;-22,536094;-44,76453;;;;;221,19;-22,692452;-43,784259
7,2;-22,536093;-44,764628;;;;;221,2;-22,69241;-43,784346
7,21;-22,536092;-44,764724;;;;;221,21;-22,692369;-43,784433
7,22;-22,536093;-44,764822;;;;;221,22;-22,692327;-43,784519
7,23;-22,536096;-44,764918;;;;;221,23;-22,692285;-43,784606
7,24;-22,536098;-44,765016;;;;;221,24;-22,692244;-43,784693
7,25;-22,536099;-44,765113;;;;;221,25;-22,692204;-43,78478
7,26;-22,536098;-44,76521;;;;;221,26;-22,692164;-43,784867
7,27;-22,536096;-44,765307;;;;;221,27;-22,692124;-43,784955
7,28;-22,536093;-44,765404;;;;;221,28;-22,692083;-43,785042
7,29;-22,536092;-44,765501;;;;;221,29;-22,692042;-43,785129
7,3;-22,536087;-44,765598;;;;;221,3;-22,692005;-43,785218
7,31;-22,536082;-44,765695;;;;;221,31;-22,691969;-43,785307
7,32;-22,536078;-44,765793;;;;;221,32;-22,691933;-43,785396
7,33;-22,536075;-44,765889;;;;;221,33;-22,691899;-43,785486
7,34;-22,536073;-44,765987;;;;;221,34;-22,691865;-43,785576
7,35;-22,536071;-44,766084;;;;;221,35;-22,691833;-43,785666
7,36;-22,536064;-44,766181;;;;;221,36;-22,691802;-43,785757
7,37;-22,536055;-44,766278;;;;;221,37;-22,691773;-43,785849
7,38;-22,536044;-44,766374;;;;;221,38;-22,691745;-43,78594
7,39;-22,536033;-44,766471;;;;;221,39;-22,691717;-43,786032
7,4;-22,536025;-44,766568;;;;;221,4;-22,691692;-43,786125
7,41;-22,536017;-44,766664;;;;;221,41;-22,691667;-43,786218
7,42;-22,536009;-44,766761;;;;;221,42;-22,691646;-43,786312
7,43;-22,536005;-44,766858;;;;;221,43;-22,691624;-43,786406
7,44;-22,536;-44,766955;;;;;221,44;-22,691603;-43,786499
7,45;-22,535995;-44,767052;;;;;221,45;-22,691583;-43,786593
